מספר הסדנה,שם הסדנה,שם המנחה,תקציר,קהל יעד,אופי הסדנה
49,בתוך מעבדת המחשבות הסודית,"עופר כהן, פסיכולוג חינוכי מומחה ומטפל קוגניטיבי-התנהגותי. בעל רקע של עשור בשירותים הפסיכולוגיים-חינוכיים בחיפה ובטירת כרמל, כיום עובד בקליניקה פרטית ומנהל מכון ""ציידי המחשבות"" בחיפה המטפל בילדים, נוער ומשפחות, מחבר הספר ""ציידת המחשבות"" – ספר הרפתקאות טיפולי ופודקאסט לילדים ובני נוער. (thoughthunters.com)","התשאול הסוקראטי הינו הכלי העיקרי המשמש את המטפל הקוגניטיבי. בנוסף למטרתו הטיפולית המקורית (הפרכת מחשבות אוטומטיות), הוא משמש ככלי מנחה בהבניית הטיפול עוד מהתחלתו – בחקר העולם הרגשי-מחשבתי בשלב האינטייק, למשל. מיומנות זו, שיש שמשווים אותה לאומנות, דורשת עבודה עדינה בין דיאלקטיקות שונות - להישאר פתוח לחוויית המטופל מול להתוות אג'נדה טיפולית עצמאית, למשל, או התאמת סגנון הטיפול לקצב וסגנון המטופל. קושי נוסף נמצא ביישום הכלי עם אוכלוסיות צעירות. בגלל סיבות אלו, גם מטפלים קוגניטיביים מנוסים מדווחים על קשיים ביישום מוצלח של תשאול סוקראטי. מודל ""ציידי המחשבות"" נועד לענות על קשיים אלו, באמצעות יצירת מסגרת סיפורית לטיפול שמגייסת את הילד מבחינת מוטיבציה ומחזקת את הברית הטיפולית איתו. במהלך הקורס, המשתתפים ""יצללו למעבדת המחשבות הסודית"": הם ייחשפו למרכיבי המודל השונים, הכוללים ספר טיפולי ייעודי, פודקאסט לילדים, פורטל טיפולי אינטרנטי ועזרים פיזיים, ויעמיקו את היכרותם עם התשאול הסוקראטי באמצעות תרגולים חווייתיים. בחלקו השני של הקורס, המשתתפים יתרגלו יישומים מתקדמים של המודל סביב הפרעות ספציפיות - OCD, דאגנות יתר ודיכאון - ושילוב המודל עם גישות קוגניטיביות מתקדמות, כגון הטיפול המטא-קוגניטיבי (MCT) ושיטת השלבים (MOL), וכן יכירו את היישום הקבוצתי של המודל בתוך בתי ספר.","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות, בעלי.ות תפקידי מטה ובכירים.ות",חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
50,"חדש! ""מבוקש מקום שקט עליו תונח הנפש לכמה רגעים בלבד"" - העולם הסמלי בעבודה טיפולית דינמית, כגשר לעולם הנפ ש","סיגל כהן ברקן, פסיכולוגית חינוכית מדריכה, בוגרת לימודי פסיכותרפיה, קליניקה פרטית ברעננה, עובדת בשפ""ח הרצליה, חברה בצוות הניהול, מנהלת צוות, רכזת חינוך מיוחד, עוסקת בכתיבה אישית וטיפולית. ענבל דימנטמן אשכנזי, פסיכולוגית חינוכית מדריכה, בוגרת לימודי פסיכותרפיה, קליניקה פרטית ברעננה, עובדת בשפ""ח הרצליה, חברה בצוות הניהול, רכזת הכשרה, מנהלת צוות, רכזת על יסודי, פעילה בוועד החטיבה החינוכית.","ב 7/10/23 התעוררנו למציאות קשה של שבר וכאב. נפגשנו עם טראומה אישית וקולקטיבית. העבודה הפסיכולוגית, במודלים של חירום, ממוקדי התערבות ראשונית, היו המצפן של הפסיכולוגיה החינוכית. זיהינו שבמקום בו נפגשנו עם קושי לדבר ולתת מילים לעומק הכאב - אופנויות חוויתיות, תחושתיות, היוו גשר וחיבור לעצמי ולאחר. אופנויות אלו מסייעות בעת זו, ביתר שאת, בעיבוד רגשות וזיכרונות של תכנים לא מדוברים, ומקדמות הבנייה וארגון מחדש של עולמנו הפנימי. ""אני נשבר אמר האור והפך לקשת"" [לפני שבר גאון, נריה יעקב]. אנו מזמינות אתכם.ן לסדנה אשר תעסוק באופנויות חווייתיות, כגון: ביבליותרפיה, כתיבה טיפולית, עבודה עם קלפים, פוטותראפיה, משחקי קופסא ועוד, כאמצעי לבטא, להעמי ק ולעבד תהליכים תוך אישיים ובין אישיים בטיפול פרטני וקבוצתי. נעסוק בתרומתן של אופנויות אלו בחיבור לעולם הפנימי, רגשי, נלמד להעזר בהן כאמצעי להאצה והעמקת תהליכים בטיפול. נבחן את השימוש בהן לצורך הגדרה של מטרות טיפוליות, לתנועה והתקדמות בשלבים התפתחותיים שונים של הטיפול ולזיהוי תהליכים בטיפול, כדוגמת: העברה והעברה נגדית, מצבי תקיעות והתנגדות בטיפול, עידוד הרפלקטיביות, ביטוי של אזורי נפש בעלי ייצוג חלש ועוד. הסדנה תהיה לימודית וחווייתית, מטרתה להרחיב את ארגז הכלים שלנו כפסיכולוגים חינוכיים, ולהאיץ את תהליך הצמיחה שלנו כמטפלים, באמצעות החוויה האישית והמשותפת . הסדנה מיועדת למי שרוצה להתנסות ולעשות שימוש באפיקי הבעה אלו במרחב הטיפול הפרטני והקבוצתי . הסדנה מיועדת לבעלי.ות ניסיון בתחום הטיפול",כולם.ן,חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
51,חדש ! מתבגרים ונהנים,"ריקי כהן-רייזס, פסיכולוגית חינוכית מדריכה . יעלה טל-כהן, פסיכולוגית חינוכית מדריכה, מטפלת זוגית ומשפחתית.","ייחודיות המפגש של הפסיכולוג החינוכי עם גיל ההתבגרות. המפגש עם מתבגרים במרחב המקצועי מעורר בנו קולות שונים. בתחילה אנו נפגשים באופן מיידי עם הקול של המתבגר שהיינו, בהמשך מופיעים הצלילים הרמים של המבוגרי ם- הורים ואנשי מקצוע וכמובן בד בבד משולבים גם הקולות של המתבגרים עצמם. בסדנה זו נתמקד בהתבוננות חווייתית על ייחודיות המפגש הן במסגרות החינוכיות והן במרחב הטיפולי. נתבונן על האתגרים בגיל זה הכוללים התייחסות אל היבטים גופניים, קוגניטיביים, חברתיים ומשפחתיים. עוד נעסוק באתגרים של המבוגרים במפגשם עם המתבגרים ונתייחס להיבטים ייחודיים של טיפול פסיכולוגי בגיל זה. הסדנה מיועדת לפסיכולוגים אשר עבודה עם מתבגרים מהווה מקום משמעותי בחייהם המקצועיים וגם עבור כאלו אשר מגלים סקרנות לקראת מפגש זה .","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות",חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
52,הדרקון בעל ארבעת הראשים - טיפול קצר מועד בחרדות של ילדים ונוער בגישה פסיכופיזיולוגית קוגניטיבית,"אדר לביא, פסיכולוג חינוכי מדריך מטפל ומדריך ביופידבק, מטפל בגישת SE בפסיכוטראומה, מוסמך להפנוט. ריקי שומן, פסיכולוגית חינוכית מדריכה, מטפלת ומדריכה בביופידבק, מטפלת בהפרעות חרדה ובנשים במעגל הפריון.","בהשתלמות זו נכיר את הדרקון בעל ארבעת הראשים. ראשי הדרקון מסמלים את ארבע שפות הטיפוליות : השפה הגופנית, השפה המחשבתית, השפה הרגשית והשפה ההתנהגותית. בעקבות אירועי המלחמה, רבים מאיתנו נחשפו לחשיבות המושגים: ""השקטת התודעה"" ""חזרה לאיזון"" ו""לטווח התפקודי"" (חלון הסבילות = window of tolerance). בסדנה זו ניתן מקום למושגים אלו הן סביב אירועי המלחמה והן סביב נושאים של ""פחדים שגרתיים"" נתבונן ונתנסה במה שעוזר לנו להשקיט את התודעה. בסדנה השנה, יושם דגש על הקניית טכניקות לוויסות עצמי, מול גורמי לחץ וסבל, נתמקד בטכניקות גופניות תנועתיות ותחושתיות בשילוב עם טכניקות המעודדות גמישות מנטלית. ההתנסויות החווייתיות יאפשרו לנו ללמוד את הנושאים הבאים ולשלבם בעבודה הטיפולית ובחיי היום יום שלנו. א.    משחקיות וקשיבות: Playfulness & Mindfulness כעיקרון מנחה בטיפול פסיכולוגי עכשווי בילדים ומבוגרים. ב.    התנסות חוויתית ולמידה של טכניקות התרגעות מגוונות, יחד עם שימוש בדמיון מודרך. ג.    גמישות מנטלית: עולמן המופלא של המחשושילות (מחשבות אוטומטיות שליליות). כיצד להתיידד איתן ולהשתמש בהן? ד.    טיפול קצר מועד וממוקד בן 12 מפגשים. נשזור את ההתנסויות והלמידה, במודל מובנה של טיפול קצר מועד בן 12 מפגשים. ההשתלמות תשלב המשגה פסיכופיזיולוגית וקוגניטיבית יחד עם התנסות חוויתית, , תרגול טכניקות בזוגות, הדגמות ותרגול ביופידבק. מטרתנו היא שבסיום הסדנה המשתתפים יוכלו לבחור את הכלים המתאימים להם ולשלבם בטיפול, אנו שואפים לכך שחווית הסדנה תעורר סקרנות להרחבת ידע בתחומים שיוצגו.","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות",חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
53,איך עוזרים למתבגר שרוצה ולא רוצה לחיות? עקרונות ה- DBT בטיפול במתבגרים,"ד""ר רוית מרום, פסיכולוגית קלינית מדריכה, מובילת מערך הDBT במרכז לבריאות הנפש גהה.","טיפול דיאלקטי התנהגותי הינו טיפול הפותח בסוף שנות ה 80 - ע""י פרופ' מרשה לינהאן, במטרה להקל על סבלם של אלו המתקשים בוויסות רגשות. קושי בוויסות רגשי עלול להוביל לקשיים ניכרים ביכולות קוגניטיביות, חברתיות ותפקודיות והוא נמצא בבסיס התפתחותה של הפרעת אישיות גבולית. פגיעות עצמיות וניסיונות אובדניים שכיחים בקרב מטופלים אשר חווים רגשות בעוצמה ואינם מצליחים לווסת את רגשותיהם ביעילות. במסגרת הסדנה ילמדו המשתתפים את יסודותיו התיאורטיים של הטיפול ואת מיומנויות ה DBT בארבע סדרות שונות: קשיבות (מיינדפולנס), יעילות בינאישית, עמידות במצוקה וויסות רגשי. המיומנויות מסייעות להתמודדות בסיטואציות טעונות ונפיצות באופן יעיל, במטרה להפחית התנהגויות פוגעניות כמו: ניסיונות אובדניים חוזרים, פגיעה עצמית, שימוש בסמים ואלכוהול, הסתגרות והתבודדות, אכילה כפייתית וכו'. במהלך הסדנה יציגו המשתתפים דילמות וקשיים בהתמודדות היומיומית, יתרגלו שימוש במיומנויות וירכשו כלים ללימוד יעיל של המיומנויות בקבוצה. מטרות ה סדנה : •    היכרות והבנת המאפיינים של הפרעה בויסות רגשי. הבנת הרציונל והרקע התיאורטי של הטיפול הדיאלקטי התנהגותי (DBT): התיאוריה הביו-סוציאלית. •    הבנת ארבעת המרכיבים של מערך הטיפול הדיאלקטי התנהגותי (DBT): טפול פרטני, קבוצת לימוד מיומנויות, אימון טלפוני ומפגשי עמיתים. •    לימוד הפילוסופיה וטכניקות הטיפול היסודיות: דיאלקטיקה, ולידציה ופתרון בעיות. •    היכרות עם טכניקות ה טיפול הפרטני בDBT: טכניקות קבלה וטכניקות שינוי והשילוב ביניהן. •    היכרות עם תהליך בניית קבוצת מיומנויות, מבנה המפגשים ואופן העברת התכנים. •    התנסות במיומנויות ה -DBT: קשיבות (mindfulness), ולידציה עצמית, ויסות רגשי, עמידות במצוקה ויעילות בינאישית. •    היכרות עם מטרות וטכניקות העבודה באימון טלפוני. •    הסדנה תכלול למידה תיאורטית והתנסויות חווייתיות (שימוש בסרטונים, משחקי תפקידים וכו').","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות",עיוני – טיפול (סדנת למידה בנושאים הקשורים לפסיכותרפיה)
54,"גם אני בגילו לא יכולתי לשבת דקה "" – איתור , זיהוי וטיפול בקשיי קשב וריכוז בגיל הרך- הרחבת ארגז הכלים של הפסיכולוג החינוכי","כפיר נוי, פסיכולוג התפתחותי וחינוכי מומחה-מדריך.","כ-50% מההפניות בגילאי הגן ע""י גננות, הורים ואחיות טיפת חלב לשירותים פסיכולוגים חינוכיים, מכונים להתפתחות הילד ומרכזים לגיל הרך מכילים חשד להפרעת קשב וריכוז בגיל הרך !. pre school ADHD בתקופה המורכבת של מלחמת ""חרבות ברזל"", הורים רבים מדווחים על עליה משמעותית בסימפטומים של קשיי קשב וריכוז. לזיהוי ואבחון המוקדמים של הפרעת קשב וריכוז על סוגיה השונים, ישנה חשיבות טיפולית רבה על הילד, יכולת הלמידה שלו, הדימוי העצמי, היחסים החברתיים ,המשפחה והסביבה החינוכית. הסימנים המוקדמים בגיל הרך הינם חשובים מאוד לזיהוי ,איתור ומאפשרים התערבות טיפולית וחינוכית מתאימה ומקלה על הילד ומשפחתו. קיימת חשיבות רבה בסדנה זו לאור המעורבות בשנתיים האחרונות של פסיכולוגים חינוכיים בגילאים הצעירים בגני ט""ט חובה ומעונות היום. בסדנה הנוכחית נעסוק בסימנים המוקדמים והדקים של קשיי קשב וריכוז החל מגילאי שנתיים, באבחנה המבדלת בין ילד ""שובב "" ובעל טמפרמנט פעיל לבין חשד לקשיי קשב וריכוז והיפראקטיביות. נלמד על הסימנים המוקדמים לכל אחד מסוגי הפרעת הקשב -ADHD-HI , ADHD PI , ADHD-C בסדנה נעסוק בסימנים המוקדמים והייחודיים, מגיל שנתיים בזיהוי והתבוננות על הפרעת קשב וריכוז ובפרט הפרעה מסוג ADHD-PI,הכוללים ניתוקים ובהיות, פגיעה בזיכרון העבודה ו- OVER FOCUS נלמד את ההבחנה בין ילדים עם קשיי קשב וריכוז לבין ילדים עם היפראקטיביות ואימפולסיביות וכן ילדים עם מאפייני טמפרמנט של טווחי ריכוז קצרים ומוסחות . נעסוק גם באבחנה המבדלת המרתקת בין קשיי קשב וריכוז בגיל הרך לבין ניתוק אפילפטי ואוטיזם. מה נחשב תקין ומה יעורר חשד והמשך מעקב ? וכן נתבונן על ההשפעה של מצבי דחק ( כגון מלחמת חרבות ברזל ) על קשיי הקשב והריכוז בקרב ילדים. נציג מה הנורמות התקינות בקרב ילדים בגיל הגן לטווחי קשב וריכוז, ( כמה זמן צריך להיות מפגש במעון או בגן ט""ט חובה ? ), תחום אשר מעט מאוד נחקר ונבדק בגילאים הצעירים. אציג ואלמד שאלוני ומבחני קשב לגילאי 2-6 שנים אשר יעזרו לנו באיתור קשיי הקשב והריכוז ובפרט קשיים מסוג ADHD-PI שאלונים כגון קונרס, קונרס מורחב, בריף, ונדרבליט . נלמד מתי מומלץ להשתמש בשאלון זה או אחר , יתרונות וחסרונות בהעברה ובהבנת הקשיים. נלמד איך להעזר במבחנים ( או תת מבחנים שונים ) אשר יתנו לנו תמונה רחבה יותר על תפקודי הקשב והריכוז – מתוך סטנפורד בינה מהדורה 5, לייטר- 3 , KBIT ועוד... הסתכלות גם על מאפייני משחק, עולם תוכן רגשי , תצפית בגן ואבחון לא פורמאלי נדבר על דרכי הטיפול הראשוניות וההדרכה להורים ולצוות החינוכי ( מה ניתן לעשות בכדי לאתר ילדים אלה בגן ) כיצד ניתן לעזור לגננת, למטפלות במעון להתמודד עם ילדים עם קשיים אלה. נתמקד גם בהדרכה להורים, סביב עזרה בוויסות והעלאת טווחי הריכוז ( יצירת סיפור חברתי, שימוש בציוד ובמשחקים שונים ומותאמים לקשים אלה ועוד.. ) מיועד לכלל הפסיכולוגים משלבי התמחות שונים, מומחים ומדריכים עם אוריינטציה וענין בגיל הרך.","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות, בעלי.ות תפקידי מטה ובכירים.ות",עיוני – אבחון (סדנת למידה בנושאים הקשורים לדיאגנוסטיקה)
55,"קס"" ם – קשב לסיפורים מועדפים: מבט אוטנטי ומעמיק בטיפול נרטיבי (Narrative Therapy)","ישי שליף, פסיכולוג חינוכי מדריך, בוגר קורס בינלאומי בטיפול נרטיבי של מרכז דלוויטש (מייקל ווייט), מנהל השרות הפסיכולוגי החינוכי במודיעין עילית, קליניקה פרטית. רחל פארן, פסיכולוגית חינוכית וקלינית מדריכה, עבדה ומדריכה בשרותים פסיכולוגיים חינוכיים ומרכז לבריאות נפש, קליניקה פרטית מנחה סדנאות בשימוש באגדות ומיטוסים בטיפול. שני המנחים הם חברים מייסדים במרכז קס""ם – להוראה, הדרכה וטיפול שיתופיים. ומרצים ומנחים סדנאות בטיפול נרטיבי, חקר מוקיר ותכנית קשר לדיאלוג רב-תרבותי.","בסדנה זו נעסוק בפיתוח העמדה הטיפולית הבסיסית ובהקניית הכלים המעשיים ע""פ הגישה הנרטיבית של מייקל ווייט ודיוויד אפסטון. הגישה שייכת לתפיסות פוסטסטרוקטורליות ופוסטמודרניות. היא מניחה שהאדם הוא המומחה לחייו והמטפל הוא המומחה בתהליך. מתוך גישה זו נגזרות עמדות של סקרנות וכבוד, שיתופיות, שקיפות, העצמה של הפונה והגדלת תחושת הבחירה שלו. הגישה הנרטיבית תוצג דרך למידה ותרגול חווייתיים של חלק מהאמצעים הטיפוליים הבאים: הקשבה פואטית, שיחה מחצינה, רגעים נוצצים, עיבוי סיפור ההצלחה, קבוצות הידהוד וגיבוי, ראיון האחר המופנם, שיח מוגן, 'אמירת שלום שוב' (saying hullo again), שקיפות, פירוק ודקונסטרקציה, ומיקום הבעיות בשיח-החברתי-תרבותי (Discourse) . יושם דגש על יישומי הגישה בעבודה עם משפחות, ילדים וקבוצות. הסדנה מיועדת בעיקר לאנשים המעוניינים בהיכרות ראשונית עם גישה זו. כחלק מהתיחסותינו למלחמה והטראומות שעברנו כיחידים וכחברה ניגע במעט במענה וכלים נרטיבים לטראומה .","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות",עיוני – טיפול (סדנת למידה בנושאים הקשורים לפסיכותרפיה)
56,"הרצף האוטיסטי ברצף החינוכי: אבחון, טיפול ועבודה מערכתית","עדי פרי, פסיכולוג התפתחותי מומחה-מדריך, מדריך ומלמד בשירותים פסיכולוגיים חינוכיים.","עם העלייה המתמדת והמואצת בשיעורי האבחנה של הפרעות בספקטרום האוטיסטי בעולם ובארץ, אנו נאלצים לרכוש במהירות מומחיות בתחום כדי להתמודד עם קשת המופעים, מגוון הצרכים ורצף המענים הנדרשים לילדים עם הפרעות ברצף האוטיסטי. בסדנה, ננסה לתת בסיס מעמיק להבנת התופעה המגוונת, ולידע הרב הנדרש מפסיכולוגים הפועלים במערכות חינוכיות וטיפוליות עם ילדים בספקטרום ומשפחותיהם. נתייחס למורכבות של ילדים (ובוגרים) על הרצף האוטיסטי, נבין את הגורמים לעליה בשיעורי האבחנה, נעמיק בתהליכי האבחון, נדון בגישות העבודה הטיפוליות הייחודית הנדרשות עם ילדים בספקטרום האוטיסטי ומשפחותיהם ואף נפרוש ונעסוק במורכבות של העשייה המיוחדת במסגרות של החינוך המיוחד ובמודלים של שילוב בחינוך הרגיל. כל זאת על מנת לאפשר לפסיכולוג עמדה מקצועית אינטגרטיבית מבוססת ידע, ביקורתית ומודעת לתופעה עצמה והבנתה האמפטית בהקשר לתהליכים פסיכו-סוציאליים תרבותיים הקשורים למעשה לליבת עיסוקינו. שאלות סביבה ותורשה, השפעת כוחות וחולשות, תחום הנורמטיבי והלקוי, מדיניות שילוב והדרה, התקשרות וחברת השווים, וכל השאלות הגדולות הדורשות בשלות אינטגרטיבית להחזקת תהליכי אבחון וטיפול, התערבות בקרב אנשי החינוך והטיפול של הילד עם אוטיזם ומשפחתו ומדיניות במסגרות החינוכיות. הסדנה תכלול מצגות, ספרות נבחרת וסרטונים. המשתתפים מתבקשים להביא תיאורי מקרה ודוגמאות מעבודתם. מיועדת לפסיכולוגים מומחים ומדריכים, בעלי נגיעה ועניין (וסקרנות) בתחום הפרעות התקשורת.","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות, בעלי.ות תפקידי מטה ובכירים.ות",עיוני – שונות (סדנת למידה בנושאי תוכן אחרים)
57,"""בחזרה לעיקרון העונג"": התפתחות וזהות מינית ושיח רלוונטי עם ילדים ומתבגרים בעידן המקוון","שרון צונץ, פסיכולוגית חינוכית, מדריכה. לשעבר מנהלת השירות הפסיכולוגי של המועצה האזורית 'תמר' ומדריכה ביחידה למיניות, זוגיות ומשפחה בשפ""י. קליניקה פרטית, מרצה להורים וצוותי חינוך, אורחת קבועה בערוצי הטלוויזיה והרדיו השונים.","כולנו יצורים מיניים. המיניות היא יצר חיים עוצמתי. תהליך החינוך המיני מתרחש לאורך מעגל חייו של האדם – בין אם החינוך מודע ומכוון ובין אם לאו. מהו תפקיד ההורים והמורים בתהליך זה? מה המצב בשטח ? בעידן המקוון ילדים חשופים מגיל צעיר לגירויים מיניים וחושניים ולרוב אינם מצוידים בכלים המתאימים להתמודדות עם גירויים אלה, ולהכלתם בצורה תואמת גיל ובריאה. היום יותר מאי פעם, ילדים ובני נוער זקוקים למבוגרים משמעותיים בחייהם (הורים ואנשי חינוך) שמוכנים ומסוגלים לדבר איתם דיבור רלוונטי - אותנטי, אמיץ ו""בגובה העיניים"" בנושאים של מיניות, זהות מינית, דימוי גוף, אוננות, אהבה, אינטימיות, חיזור וזוגיות. הסדנה תשלב למידה תיאורטית והתנסות חווייתית אישית וקבוצתית, צפייה בקטעי וידאו וסרטים, כמו גם שימוש בכלים יצירתיים נוספים. זאת בניסיון לשפר את יכולות השיח הרלוונטי שלנו כהורים, כבני זוג וכאנשי מקצוע סביב נושאים אלה. הסדנה תעסוק בסוגיות השונות של מיניות לאורך שלבי ההתפתחות: מינקות ועד ההתבגרות. בסיום התהליך, נעסוק באפשרויות ליישם את הנלמד, בעבודה עם ילדים, נוער, מחנכים והורים סביב נושאים הקשורים למיניות ולהתפתחות מינית בריאה.","מתמחים.ות משנה שלישית ואילך, מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות",חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
58,"""הילכו שניים יחדיו בלתי אם נועדו?""- אתגרי הפסיכולוג החינוכי בעבודתו עם מנהלי מערכת","אפרת אגמון, פסיכולוגית תעסוקתית מומחית, יועצת אישית וארגונית. מלוה מנהלים והנהלות, קליניקה פרטית ליעוץ קריירה באמצע החיים, מרצה ב- MBA במרכז האקדמי קרית-אונו בהתמחות יעוץ והתנהגות ארגונית.","הסדנה תתמקד בתהליכי הליווי והיעוץ של הפסיכולוג/ית החינוכי/ת את מנהלי המערכת (מנהלי בתי-ספר, אשכולות גנים, ומערכות חינוכיות אחרות). נמקד יחדיו את הפרופיל הניהולי הטיפולוגי, צרכיו ומאפייניו ונחקור יחדיו את האתגרים העומדים למולו, בתקופות שגרה וטלטלה כאחד. נדון בייחודיות תהליכי הייעוץ למנהלים ומשמעויותיהן עבורנו כאנשי מקצוע (בכלים תיאורטיים וחווייתיים כאחד). נבחן באופן אמפטי את ההשלכות האופרטיביות, נתרגל מיומנויות וננתח התלבטויות ומקרים רלוונטיים, אשר יועלו ע""י המשתתפים. הסדנה ממוקמת במפגש בין הפסיכולוגיה ליעוץ הארגוני ובבסיסה הנחת העבודה שתהליכי -העבודה עם מנהלים נמצאים בצומת מורכבת ורבת השפעה, המצריכה מהפסיכולוג/ית החינוכי/ת תפיסת תפקיד בהירה ויכולת התמקמות מותאמת, כמו גם סט מיומנויות, המשגות ודרכי פעולה ויצירת קשר ספציפיות. הסדנה מיועדת למומחים ומדריכים בחטיבה ובין השאר, ידון בה תפקידו של המדריך בהיבטי עבודת הייעוץ למנהלים של מודרכיו .","מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות, בעלי.ות תפקידי מטה ובכירים.ות",חווייתית – עבודה מערכתית (סדנת חוויה והמשגה בנושאים הקשורים לעבודה מערכתית-חינוכית)
59,היפנותרפיה והיפנוזה עצמית - סדנה חווייתית,"ד""ר יוסי אדיר, פסיכולוג קליני, מדריך ומורשה להיפנוט והוראה בהיפנוזה, מדריך ב CBT, פסיכולוג אחראי במחלקה ההמטואונקולוגית בתל השומר.","מה עובר לך בראש כשאת.ה שומע.ת את המילה היפנוזה? פחד? איבוד שליטה? והיפנוזה עצמית? סקרנות ? ישנם לא מעט מיתוסים והגדרות שונות ומבלבלות לגבי היפנוזה. בקיצור, היפנוזה היא מצב מודעות/כלי טיפולי, עוצמתי לעיתים. אחת המטרות של ההיפנוזה, היא להביא את האדם לחקירה ולמתן סוגסטיות (השאה, הנחיה, שכנוע עצמי) חיוביות. ניתן גם לעשות זאת ללא כניסה למצב היפנוטי, אך עולם הדמיון הינו עשיר, מגוון, יצירתי ובכניסה לעולם הוויזואלי, הדמיוני, אנו עוקפים את מנגנוני הבקרה האינטלקטואליים שלנו בכדי להוסיף שליטה בחיינו, לגרום לכך שאנו נשלוט בבעיותינו ובמחשבותינו (לא שהן בנו) ולהפוך את הסוגסטיות השליליות לחיוביות, את המציאות לנעימה יותר. פרט חשוב ביותר: כמעט כל היפנוזה הינה היפנוזה עצמית. רובנו עוברים ביומיום תהליכים היפנוטיים. למשל בזמן נהיגה, חלימה בהקיץ, שכנוע עצמי, קריאה בספר, או צפייה בסרט מרתק אך למרבה הצער, אנו ""אלופים"" בלעשות ""היפנוזה עצמית שלילית"". כן, שלילית. מוכרים המשפטים: ""אין לי סיכוי, זה לא ילך, בטוח שלא..., זה קשה, לא יכול להיות..."". אלו ועוד הן אוטו-סוגסטיות (שכנוע עצמי) היוצרות לעיתים רבות את מציאות חיינו. בסדנה חווייתית והתנסותית זו נלמד מושגים שונים בהיפנוזה, נצלול לעולם הדמיון והטראנס בדרכים שונות ונחווה תרגילים וטכניקות מדיטטיביות והיפנוטיות. הסדנה מתאימה לבעלי ידע ונסיון מסוים במדיטציה, דמיון מודרך/היפנוזה המעוניינים להרחיב את ארגז הכלים שברשותם ולהתמקצע בנושא .","מומחים.ות, בהסמכה להדרכה, מדריכים.ות, מנהלים.ות, בעלי.ות תפקידי מטה ובכירים.ות",חוויתי (דגש על חוויה והתנסות של המשתתפים.ות)
